org.apache.rocketmq.remoting.protocol.header.filtersrv.RegisterFilterServerRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.tieredstore.common.InflightRequestKey.meth,obj_level(this),pc ⊔ level(group) ⊔ level(this) ⊔ obj_level(group) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.autoswitch.AutoSwitchHAConnection.meth,obj_level(epochCache),pc ⊔ level(@socketChannel) ⊔ level(epochCache) ⊔ level(haService) ⊔ level(this) ⊔ obj_level(@socketChannel) ⊔ obj_level(epochCache) ⊔ obj_level(haService) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.autoswitch.AutoSwitchHAConnection.meth,obj_level(haService),pc ⊔ level(@socketChannel) ⊔ level(epochCache) ⊔ level(haService) ⊔ level(this) ⊔ obj_level(@socketChannel) ⊔ obj_level(epochCache) ⊔ obj_level(haService) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.autoswitch.AutoSwitchHAConnection.meth,obj_level(@socketChannel),pc ⊔ level(@socketChannel) ⊔ level(epochCache) ⊔ level(haService) ⊔ level(this) ⊔ obj_level(@socketChannel) ⊔ obj_level(epochCache) ⊔ obj_level(haService) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.autoswitch.AutoSwitchHAConnection.meth,obj_level(this),pc ⊔ level(@socketChannel) ⊔ level(epochCache) ⊔ level(haService) ⊔ level(this) ⊔ obj_level(@socketChannel) ⊔ obj_level(epochCache) ⊔ obj_level(haService) ⊔ obj_level(this)
org.apache.rocketmq.store.timer.TimerMessageStore$3.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.timer.TimerMessageStore$3.meth,obj_level(this),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.PutMessageContext.meth,obj_level(topicQueueTableKey),pc ⊔ level(this) ⊔ obj_level(this) ⊔ obj_level(topicQueueTableKey)
org.apache.rocketmq.store.PutMessageContext.meth,obj_level(this),pc ⊔ level(this) ⊔ level(topicQueueTableKey) ⊔ obj_level(this) ⊔ obj_level(topicQueueTableKey)
org.apache.rocketmq.common.compression.CompressionType.meth,obj_level(this),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ level(value) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.common.compression.CompressionType.meth,obj_level(l1),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.store.DispatchRequest.meth,obj_level(topic),pc ⊔ level(this) ⊔ obj_level(this) ⊔ obj_level(topic)
org.apache.rocketmq.store.DispatchRequest.meth,obj_level(keys),pc ⊔ level(this) ⊔ obj_level(keys) ⊔ obj_level(this)
org.apache.rocketmq.store.DispatchRequest.meth,obj_level(propertiesMap),pc ⊔ level(commitLogOffset) ⊔ level(consumeQueueOffset) ⊔ level(keys) ⊔ level(msgSize) ⊔ level(preparedTransactionOffset) ⊔ level(propertiesMap) ⊔ level(queueId) ⊔ level(storeTimestamp) ⊔ level(sysFlag) ⊔ level(tagsCode) ⊔ level(this) ⊔ level(topic) ⊔ level(uniqKey) ⊔ obj_level(keys) ⊔ obj_level(propertiesMap) ⊔ obj_level(this)
org.apache.rocketmq.store.DispatchRequest.meth,obj_level(this),pc ⊔ level(commitLogOffset) ⊔ level(consumeQueueOffset) ⊔ level(keys) ⊔ level(msgSize) ⊔ level(preparedTransactionOffset) ⊔ level(propertiesMap) ⊔ level(queueId) ⊔ level(storeTimestamp) ⊔ level(sysFlag) ⊔ level(tagsCode) ⊔ level(this) ⊔ level(topic) ⊔ level(uniqKey) ⊔ obj_level(keys) ⊔ obj_level(propertiesMap) ⊔ obj_level(this)
org.apache.rocketmq.store.DispatchRequest.meth,obj_level(uniqKey),pc ⊔ level(this) ⊔ obj_level(this) ⊔ obj_level(uniqKey)
org.apache.rocketmq.common.TopicConfig$1.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.controller.CleanControllerBrokerDataRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.autoswitch.EpochFileCache.meth,obj_level(path),pc ⊔ level(path) ⊔ level(this) ⊔ obj_level(path) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.autoswitch.EpochFileCache.meth,obj_level(this),pc ⊔ level(path) ⊔ level(this) ⊔ obj_level(path) ⊔ obj_level(this)
org.apache.rocketmq.acl.plain.PlainAccessValidator.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.body.TopicConfigAndMappingSerializeWrapper.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.ExchangeHAInfoRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.rpc.ClientMetadata.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.GetConsumerRunningInfoRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.store.StoreUtil.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.namesrv.DeleteTopicFromNamesrvRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.common.utils.ThreadUtils$3.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.common.utils.PositiveAtomicCounter.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.broker.metrics.BrokerMetricsManager$1.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.HAConnectionStateNotificationRequest.meth,obj_level(expectState),pc ⊔ level(this) ⊔ obj_level(expectState) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.HAConnectionStateNotificationRequest.meth,obj_level(remoteAddr),pc ⊔ level(this) ⊔ obj_level(remoteAddr) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.HAConnectionStateNotificationRequest.meth,obj_level(this),pc ⊔ level(expectState) ⊔ level(notifyWhenShutdown) ⊔ level(remoteAddr) ⊔ level(this) ⊔ obj_level(expectState) ⊔ obj_level(remoteAddr) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.GetBrokerMemberGroupRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.store.plugin.MessageStoreFactory.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.controller.impl.DLedgerController$ControllerEventHandler.meth,obj_level(supplier),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(supplier) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.controller.impl.DLedgerController$ControllerEventHandler.meth,obj_level(this),pc ⊔ level(isWriteEvent) ⊔ level(name) ⊔ level(supplier) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(name) ⊔ obj_level(supplier) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.controller.impl.DLedgerController$ControllerEventHandler.meth,obj_level(name),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(name) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.controller.impl.DLedgerController$ControllerEventHandler.meth,obj_level(this$0),pc ⊔ level(isWriteEvent) ⊔ level(name) ⊔ level(supplier) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(name) ⊔ obj_level(supplier) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.tieredstore.exception.TieredStoreErrorCode.meth,obj_level(l1),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.tieredstore.exception.TieredStoreErrorCode.meth,obj_level(this),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.common.constant.LoggerName.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.DefaultHAService$DefaultAcceptSocketService.meth,obj_level(this),pc ⊔ level(messageStoreConfig) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(messageStoreConfig) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.ha.DefaultHAService$DefaultAcceptSocketService.meth,obj_level(messageStoreConfig),pc ⊔ level(messageStoreConfig) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(messageStoreConfig) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.ha.DefaultHAService$DefaultAcceptSocketService.meth,obj_level(this$0),pc ⊔ level(messageStoreConfig) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(messageStoreConfig) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.tieredstore.provider.TieredFileSegment$TieredFileSegmentInputStream.meth,obj_level(@codaBuffer),pc ⊔ level(@codaBuffer) ⊔ level(contentLength) ⊔ level(fileType) ⊔ level(startOffset) ⊔ level(this) ⊔ level(uploadBufferList) ⊔ obj_level(@codaBuffer) ⊔ obj_level(fileType) ⊔ obj_level(this) ⊔ obj_level(uploadBufferList)
org.apache.rocketmq.tieredstore.provider.TieredFileSegment$TieredFileSegmentInputStream.meth,obj_level(this),pc ⊔ level(@codaBuffer) ⊔ level(contentLength) ⊔ level(fileType) ⊔ level(startOffset) ⊔ level(this) ⊔ level(uploadBufferList) ⊔ obj_level(@codaBuffer) ⊔ obj_level(fileType) ⊔ obj_level(this) ⊔ obj_level(uploadBufferList)
org.apache.rocketmq.tieredstore.provider.TieredFileSegment$TieredFileSegmentInputStream.meth,obj_level(fileType),pc ⊔ level(@codaBuffer) ⊔ level(contentLength) ⊔ level(fileType) ⊔ level(startOffset) ⊔ level(this) ⊔ level(uploadBufferList) ⊔ obj_level(@codaBuffer) ⊔ obj_level(fileType) ⊔ obj_level(this) ⊔ obj_level(uploadBufferList)
org.apache.rocketmq.tieredstore.provider.TieredFileSegment$TieredFileSegmentInputStream.meth,obj_level(uploadBufferList),pc ⊔ level(@codaBuffer) ⊔ level(contentLength) ⊔ level(fileType) ⊔ level(startOffset) ⊔ level(this) ⊔ level(uploadBufferList) ⊔ obj_level(@codaBuffer) ⊔ obj_level(fileType) ⊔ obj_level(this) ⊔ obj_level(uploadBufferList)
org.apache.rocketmq.proxy.remoting.activity.AbstractRemotingActivity$1.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.client.trace.hook.SendMessageTraceHookImpl.meth,obj_level(this),pc ⊔ level(localDispatcher) ⊔ level(this) ⊔ obj_level(localDispatcher) ⊔ obj_level(this)
org.apache.rocketmq.client.trace.hook.SendMessageTraceHookImpl.meth,obj_level(localDispatcher),pc ⊔ level(localDispatcher) ⊔ level(this) ⊔ obj_level(localDispatcher) ⊔ obj_level(this)
org.apache.rocketmq.proxy.grpc.v2.common.GrpcConverter.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.tools.command.consumer.ConsumerConfigInfo.meth,obj_level(clusterName),pc ⊔ level(this) ⊔ obj_level(clusterName) ⊔ obj_level(this)
org.apache.rocketmq.tools.command.consumer.ConsumerConfigInfo.meth,obj_level(this),pc ⊔ level(brokerName) ⊔ level(clusterName) ⊔ level(subscriptionGroupConfig) ⊔ level(this) ⊔ obj_level(brokerName) ⊔ obj_level(subscriptionGroupConfig) ⊔ obj_level(this)
org.apache.rocketmq.tools.command.consumer.ConsumerConfigInfo.meth,obj_level(brokerName),pc ⊔ level(this) ⊔ obj_level(brokerName) ⊔ obj_level(this)
org.apache.rocketmq.tools.command.consumer.ConsumerConfigInfo.meth,obj_level(subscriptionGroupConfig),pc ⊔ level(this) ⊔ obj_level(subscriptionGroupConfig) ⊔ obj_level(this)
org.apache.rocketmq.broker.BrokerController$19.meth,obj_level(l2),pc ⊔ level(l2) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.broker.BrokerController$19.meth,obj_level(this),pc ⊔ level(l2) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.broker.BrokerController$19.meth,obj_level(this$0),pc ⊔ level(l2) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.filter.parser.ParseException.meth,obj_level(this),pc ⊔ level(@message) ⊔ level(this) ⊔ obj_level(@message) ⊔ obj_level(this)
org.apache.rocketmq.filter.parser.ParseException.meth,obj_level(@message),pc ⊔ level(@message) ⊔ level(this) ⊔ obj_level(@message) ⊔ obj_level(this)
org.apache.rocketmq.broker.dledger.DLedgerRoleChangeHandler.meth,obj_level(brokerController),pc ⊔ level(brokerController) ⊔ level(messageStore) ⊔ level(this) ⊔ obj_level(brokerController) ⊔ obj_level(messageStore) ⊔ obj_level(this)
org.apache.rocketmq.broker.dledger.DLedgerRoleChangeHandler.meth,obj_level(messageStore),pc ⊔ level(brokerController) ⊔ level(messageStore) ⊔ level(this) ⊔ obj_level(brokerController) ⊔ obj_level(messageStore) ⊔ obj_level(this)
org.apache.rocketmq.broker.dledger.DLedgerRoleChangeHandler.meth,obj_level(this),pc ⊔ level(brokerController) ⊔ level(messageStore) ⊔ level(this) ⊔ obj_level(brokerController) ⊔ obj_level(messageStore) ⊔ obj_level(this)
io.openmessaging.rocketmq.consumer.LocalMessageCache$1.meth,obj_level(this),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
io.openmessaging.rocketmq.consumer.LocalMessageCache$1.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.proxy.metrics.ProxyMetricsConstant.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.route.BrokerData.meth,obj_level(this),pc ⊔ level(brokerData) ⊔ level(this) ⊔ obj_level(brokerData)
org.apache.rocketmq.remoting.protocol.route.BrokerData.meth,obj_level(brokerData),pc ⊔ level(brokerData) ⊔ level(this) ⊔ obj_level(brokerData)
org.apache.rocketmq.common.sysflag.TopicSysFlag.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.broker.processor.ReplyMessageProcessor$PushReplyResult.meth,obj_level(this$0),pc ⊔ level(pushOk) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.broker.processor.ReplyMessageProcessor$PushReplyResult.meth,obj_level(this),pc ⊔ level(pushOk) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.tieredstore.common.TieredStoreExecutor.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.namesrv.GetKVConfigResponseHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.broker.processor.PopMessageProcessor$PopLongPollingService.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.broker.processor.PopMessageProcessor$PopLongPollingService.meth,obj_level(this),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.proxy.grpc.OptionalSSLProtocolNegotiator$PortUnificationServerHandler.meth,obj_level(this),pc ⊔ level(plaintext) ⊔ level(ssl) ⊔ level(this) ⊔ obj_level(plaintext) ⊔ obj_level(this)
org.apache.rocketmq.proxy.grpc.OptionalSSLProtocolNegotiator$PortUnificationServerHandler.meth,obj_level(plaintext),pc ⊔ level(this) ⊔ obj_level(plaintext) ⊔ obj_level(this)
org.apache.rocketmq.proxy.grpc.OptionalSSLProtocolNegotiator$PortUnificationServerHandler.meth,obj_level(ssl),pc ⊔ level(this) ⊔ obj_level(ssl) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.namesrv.RegisterBrokerRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.netty.NettyRemotingClient$7.meth,obj_level(this),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.remoting.netty.NettyRemotingClient$7.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.acl.common.AuthenticationHeader$MetadataHeaderBuilder.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.client.trace.hook.ConsumeMessageTraceHookImpl.meth,obj_level(this),pc ⊔ level(localDispatcher) ⊔ level(this) ⊔ obj_level(localDispatcher) ⊔ obj_level(this)
org.apache.rocketmq.client.trace.hook.ConsumeMessageTraceHookImpl.meth,obj_level(localDispatcher),pc ⊔ level(localDispatcher) ⊔ level(this) ⊔ obj_level(localDispatcher) ⊔ obj_level(this)
org.apache.rocketmq.broker.offset.BroadcastOffsetManager$BroadcastOffsetData.meth,obj_level(this),pc ⊔ level(group) ⊔ level(this) ⊔ level(topic) ⊔ obj_level(group) ⊔ obj_level(this)
org.apache.rocketmq.broker.offset.BroadcastOffsetManager$BroadcastOffsetData.meth,obj_level(topic),pc ⊔ level(this) ⊔ obj_level(this) ⊔ obj_level(topic)
org.apache.rocketmq.broker.offset.BroadcastOffsetManager$BroadcastOffsetData.meth,obj_level(group),pc ⊔ level(this) ⊔ obj_level(group) ⊔ obj_level(this)
org.apache.rocketmq.tools.command.acl.GetAccessConfigSubCommand.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter$2.meth,obj_level(this$0),pc ⊔ level(l2) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter$2.meth,obj_level(this),pc ⊔ level(l2) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter$2.meth,obj_level(l2),pc ⊔ level(l2) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(this) ⊔ obj_level(this$0)
io.openmessaging.rocketmq.utils.BeanUtils.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.tools.command.namesrv.UpdateKvConfigCommand.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.broker.metrics.ConsumerLagCalculator$BaseCalculateResult.meth,obj_level(group),pc ⊔ level(this) ⊔ obj_level(group) ⊔ obj_level(this)
org.apache.rocketmq.broker.metrics.ConsumerLagCalculator$BaseCalculateResult.meth,obj_level(this),pc ⊔ level(group) ⊔ level(isRetry) ⊔ level(this) ⊔ level(topic) ⊔ obj_level(group) ⊔ obj_level(this)
org.apache.rocketmq.broker.metrics.ConsumerLagCalculator$BaseCalculateResult.meth,obj_level(topic),pc ⊔ level(this) ⊔ obj_level(this) ⊔ obj_level(topic)
org.apache.rocketmq.broker.schedule.ScheduleMessageService$ProcessStatus.meth,obj_level(l1),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.broker.schedule.ScheduleMessageService$ProcessStatus.meth,obj_level(this),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.client.producer.TransactionMQProducer.meth,obj_level(this),pc ⊔ obj_level(this)
org.apache.rocketmq.tieredstore.util.TieredStoreUtil.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.proxy.remoting.activity.PopMessageActivity.meth,obj_level(this),pc ⊔ level(messagingProcessor) ⊔ level(requestPipeline) ⊔ level(this) ⊔ obj_level(messagingProcessor) ⊔ obj_level(requestPipeline) ⊔ obj_level(this)
org.apache.rocketmq.proxy.remoting.activity.PopMessageActivity.meth,obj_level(messagingProcessor),pc ⊔ level(messagingProcessor) ⊔ level(requestPipeline) ⊔ level(this) ⊔ obj_level(messagingProcessor) ⊔ obj_level(requestPipeline) ⊔ obj_level(this)
org.apache.rocketmq.proxy.remoting.activity.PopMessageActivity.meth,obj_level(requestPipeline),pc ⊔ level(messagingProcessor) ⊔ level(requestPipeline) ⊔ level(this) ⊔ obj_level(messagingProcessor) ⊔ obj_level(requestPipeline) ⊔ obj_level(this)
org.apache.rocketmq.broker.schedule.ScheduleMessageService$2.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
